Name,New Code,GCSE_Score,Density,Eng_HH,Lone_Parent,House_Price,Income,Qual_Level4,Out_Work_Fam,Absence,Crime,Bad_Health,Happiness,Green_Space,PTAL,Cars_HH,Deprivation
City of London,E09000001,354.5,2312.5,3862,153,765000.0,99390.0,68.4,9.5,0.7,680.7206306,3.4,7.64033206,18.62901421,7.9,0.385860889,12.12490568
Abbey,E05000026,317.6577586,9884.615385,3397,648,173000.0,38870.0,34.5,22.07792208,1.356022267,142.2128464,4.3,7.897959184,21.90860132,5.989364918,0.54768154,32.72612716
Alibon,E05000027,307.4457317,7464.285714,3656,832,215000.0,37290.0,16.7,24.71428571,1.489165819,75.6896058,6.7,7.358842142,20.62184945,3.145890095,0.815159909,36.06622536
Becontree,E05000028,295.4513812,8923.076923,3826,880,210000.0,37860.0,20.6,22.02380952,1.465375749,79.32573128,7.0,7.609122807,1.885447698,2.8717665,0.870236147,31.68654355
Chadwell Heath,E05000029,293.4378378,2970.588235,3685,776,240500.0,38860.0,19.5,24.33333333,1.604042289,72.40704501,6.8,7.108108108,55.97450742,2.260909461,0.918061898,38.04450355
Eastbrook,E05000030,305.9482759,3014.285714,3711,579,240000.0,42780.0,18.5,20.36363636,1.20807783,58.30985915,5.9,7.887916667,50.43417889,2.30571916,1.060457937,25.67453043
Eastbury,E05000031,315.6670659,8357.142857,3764,825,220000.0,37720.0,20.0,22.32876712,1.445579848,71.18557578,6.4,8.112745098,17.10893532,2.731589089,0.782771536,34.9326361
Gascoigne,E05000032,300.6715328,11409.09091,3778,1075,200000.0,34140.0,25.2,22.85714286,1.317598533,89.78810857,5.9,7.820168067,20.78459309,3.232882536,0.541011841,43.23225216
Goresbrook,E05000033,302.2272727,8730.769231,3896,870,205000.0,38130.0,18.8,23.8961039,1.155555556,77.30234196,6.3,6.932432432,14.07856348,2.455199663,0.836768538,34.32616823
Heath,E05000034,297.3286885,5425.0,4049,908,215000.0,36080.0,17.6,23.42465753,1.120479416,83.10502283,6.7,7.471153846,36.32988948,2.652043746,0.73917072,38.75701647
Longbridge,E05000035,337.7835227,7218.75,3278,415,312750.0,46520.0,25.0,10.625,0.849229075,57.51343971,4.6,8.110465116,28.32249935,3.060909897,1.133870968,20.66949142
Mayesbrook,E05000036,305.4440299,5473.684211,3608,783,212000.0,36280.0,16.2,22.36111111,1.326969365,74.03855375,7.0,7.609610918,44.75723751,2.49590147,0.816632757,37.35312244
Parsloes,E05000037,312.2058394,8250.0,3551,788,213000.0,36640.0,16.0,23.33333333,1.179408138,63.59252562,7.1,8.303030303,17.40086046,2.695405293,0.834517232,35.44978032
River,E05000038,300.1892857,3055.555556,3587,798,205500.0,38390.0,19.5,21.75675676,1.263565081,74.99563471,5.5,7.426470588,20.48583218,3.009724388,0.834971025,32.25314769
Thames,E05000039,306.9984733,1367.088608,3512,851,219000.0,37400.0,24.4,20.78651685,1.232495345,84.86686889,5.6,7.661764706,43.83227797,2.133878387,0.720859671,39.18909142
Valence,E05000040,302.9649254,7653.846154,3536,723,215000.0,38080.0,17.8,22.75362319,1.576129032,70.74531686,7.6,7.515768194,11.7891087,3.221850725,0.846295323,36.10691584
Village,E05000041,301.5692308,5166.666667,4093,864,202500.0,36740.0,17.9,25.15151515,1.452914022,85.58558559,6.1,7.095289855,47.04385632,2.686579749,0.754465295,39.10238268
Whalebone,E05000042,310.8455285,6656.25,3639,655,235000.0,42530.0,22.4,14.92063492,1.130006124,79.35632184,4.9,7.749421832,16.03445908,2.903827444,0.971543692,25.59756779
Brunswick Park,E05000043,339.3390558,5140.625,5440,722,435000.0,53440.0,34.4,9.382716049,0.831678895,49.91353092,4.7,7.54,28.03309075,2.887348973,1.269351378,13.44047008
Burnt Oak,E05000044,313.5469751,8690.47619,5159,1318,250000.0,39000.0,24.7,19.0990991,1.179680213,62.06082712,6.1,7.4328125,18.90639222,3.586326773,0.816489362,27.42324111
Childs Hill,E05000045,335.65,6483.870968,5916,843,507500.0,52190.0,43.7,13.63636364,1.116818458,84.84012416,5.1,7.475609756,15.13376136,4.537207379,0.828779599,18.48594801
Colindale,E05000046,307.730814,6596.153846,4830,1030,302500.0,39990.0,30.8,18.9010989,1.341198044,53.99257196,4.7,7.133333333,19.84762086,2.495852252,0.812241653,27.77733885
Coppetts,E05000047,343.4721212,6407.407407,6006,1000,335000.0,50910.0,40.6,13.53658537,0.905679612,80.34894399,5.0,7.052083333,40.34324367,2.903866138,0.962723086,17.68333409
East Barnet,E05000048,337.4255556,4263.157895,6063,779,368000.0,53550.0,36.5,11.82926829,0.558902836,45.65098302,4.5,7.277777778,34.84631504,2.771772128,1.177308222,12.82628631
East Finchley,E05000049,350.0976378,6420.0,5952,696,437500.0,55480.0,49.6,12.10526316,0.798442368,44.08681712,4.7,7.395082583,37.77427614,2.625567336,0.817853379,19.83251321
Edgware,E05000050,326.7208333,3000.0,5256,773,455000.0,51380.0,36.0,8.585858586,0.997572584,66.4581243,4.3,7.153563348,53.99655776,3.009139552,1.242099983,17.1792508
Finchley Church End,E05000051,360.7409091,5833.333333,5378,452,528000.0,61510.0,48.6,5.138888889,0.772619875,45.50831103,3.6,7.266666667,13.72129819,2.89927903,1.155081915,12.00246073
Garden Suburb,E05000052,368.5094118,3404.255319,5593,425,825000.0,74940.0,57.3,3.797468354,0.733893281,51.2899452,2.7,7.585075494,24.22652676,2.719333305,1.241598981,9.257487154
Golders Green,E05000053,342.0639706,6300.0,5074,608,555250.0,54940.0,37.4,7.734375,0.985771993,57.46327448,4.4,7.185430073,14.57493821,3.403282679,0.962300942,17.56232357
Hale,E05000054,325.5957143,3240.740741,5462,853,397250.0,51650.0,36.5,10.1980198,0.92639485,49.66191261,4.6,7.129464286,48.77929543,2.580245482,1.23912692,15.708858
Hendon,E05000055,352.6848684,6607.142857,5550,623,350000.0,51560.0,41.3,7.52688172,0.987300715,72.89709593,4.1,6.955357143,16.36310594,2.678956926,0.975305097,17.76160049
High Barnet,E05000056,353.3846715,1849.39759,6127,579,419422.5,59790.0,44.3,7.313432836,0.553826367,61.83191449,4.2,7.679166667,47.9138544,2.674228917,1.208384333,11.77306014
Mill Hill,E05000057,352.8417722,1968.085106,6172,806,520000.0,56660.0,41.6,9.428571429,1.157084282,67.15828285,4.0,7.166666667,59.03182711,2.282931632,1.273309091,14.76392338
Oakleigh,E05000058,346.8614865,4803.030303,5641,695,366000.0,56260.0,40.7,10.4,0.769595376,49.85959438,4.6,7.382142857,15.26355646,3.259608149,1.287913156,13.11336173
Totteridge,E05000059,368.8777328,1727.272727,5015,464,627750.0,63320.0,47.0,5.921052632,0.672643979,37.01831965,4.0,7.50218254,57.73429622,2.545557476,1.29377365,10.12194451
Underhill,E05000060,320.3023188,3478.26087,5869,985,389950.0,49390.0,31.8,16.44736842,1.0,56.99134463,5.5,7.543253968,43.7518607,2.607020357,1.097239848,18.67388534
West Finchley,E05000061,368.8980392,7545.454545,5417,569,385000.0,56850.0,49.5,7.183098592,0.741649485,58.42723425,4.2,7.099012776,13.37085274,3.63700115,0.923410621,13.83473843
West Hendon,E05000062,340.3444444,5132.352941,4685,702,346250.0,46620.0,34.4,12.83950617,0.916719409,104.0606329,5.0,7.151515152,31.99453748,3.548876715,0.908258355,20.91595074
Woodhouse,E05000063,356.6886076,6788.461538,5788,832,370000.0,51100.0,41.3,11.3253012,0.791827637,68.47862485,5.3,7.854086845,19.29132854,2.877864051,0.982479004,17.20375386
Barnehurst,E05000064,326.2982456,3603.448276,4176,471,250000.0,45990.0,20.1,11.02040816,0.78974359,42.88003016,4.5,7.652173913,35.97805192,3.135915766,1.254193244,13.32956431
Belvedere,E05000065,306.1392638,3734.375,4584,762,179500.0,40110.0,21.9,21.57142857,1.022582359,61.71830295,5.2,8.084026334,33.13320693,2.752564148,1.013247775,24.98098915
Blackfen and Lamorbey,E05000066,332.8385185,6264.705882,4110,434,280000.0,49390.0,19.3,7.2,0.790515464,27.36549165,4.2,8.066666667,9.484078371,2.051587362,1.34992785,9.127107373
Blendon and Penhill,E05000067,340.1451852,5214.285714,4158,425,275000.0,48800.0,19.6,5.68627451,0.702529866,32.79132791,4.1,8.071428571,13.77061563,2.0657379,1.441948451,8.509635428
Brampton,E05000068,325.3616822,5300.0,4093,361,315000.0,49400.0,20.7,5.555555556,0.501666667,31.12110986,4.4,7.672473868,9.101076785,2.665178931,1.326363855,8.608720468
Christchurch,E05000069,342.8740157,4400.0,4360,487,275000.0,48590.0,24.9,12.70833333,0.835543562,102.5641026,4.2,8.028508772,17.29058481,3.422257225,1.222371666,12.50244699
Colyers,E05000070,298.2969231,6968.75,4337,706,247000.0,41250.0,18.1,17.21311475,1.002724458,37.19700309,6.0,7.889534884,12.98571756,2.0485193,1.079286198,25.22140943
Crayford,E05000071,301.3769784,2812.5,4652,600,231500.0,41810.0,18.6,16.41791045,1.229976852,57.11354309,5.4,7.480769231,41.65727741,2.0535666,1.116382037,22.1832192
Cray Meadows,E05000072,324.9230216,1562.5,4598,669,285000.0,42600.0,22.2,19.49152542,1.002921196,47.22124516,6.0,7.343873518,61.65163173,2.315611368,1.16762269,22.33307254
Danson Park,E05000073,337.0016667,4037.037037,4317,544,265750.0,46480.0,21.6,11.83673469,0.958144631,54.65917331,4.6,8.091463415,36.35789075,2.937262131,1.190208848,12.74009716
East Wickham,E05000074,331.8702899,4954.545455,4074,508,259497.5,43510.0,18.8,14.8,0.928835137,42.63812029,5.4,7.782889619,26.83866525,2.454414115,1.209026128,16.78129827
Erith,E05000075,312.2408,2520.833333,4650,806,181000.0,39690.0,22.6,20.1369863,1.181676707,76.26440461,5.3,8.067361111,44.6231465,2.5523982,0.954111675,25.88611974
Falconwood and Welling,E05000076,335.6210526,6382.352941,4011,432,280000.0,47030.0,19.6,6.041666667,0.818558077,46.18748292,3.6,8.147959184,0.693056613,2.384968756,1.31139179,10.06955249
Lesnes Abbey,E05000077,303.0125926,4750.0,4244,600,257500.0,42710.0,22.5,16.44067797,0.83545888,52.0281421,5.5,7.928921569,36.9875038,2.779491628,1.069861173,20.42839838
Longlands,E05000078,348.6740385,4038.461538,4384,367,250000.0,49520.0,27.1,10.75,0.747277937,36.27626496,5.0,7.890151515,28.88739177,2.652284057,1.179241071,11.19669234
North End,E05000079,285.7090909,2035.087719,4478,986,204497.5,35880.0,19.5,28.51351351,1.399807415,73.85737302,5.7,7.125,65.30013103,2.592034146,0.853595336,32.78273008
Northumberland Heath,E05000080,324.7898649,5916.666667,3947,537,250000.0,44610.0,17.8,14.71698113,0.904896422,45.69142006,4.5,8.153276956,13.63537545,2.143141561,1.289087745,14.66384371
St. Mary's,E05000081,358.7084034,2386.363636,4243,329,315000.0,53800.0,27.0,4.6,0.513833992,33.17312223,3.9,8.070512821,46.8131011,2.630202734,1.369463869,7.82603656
St. Michael's,E05000082,327.2227848,7964.285714,3899,415,280000.0,46390.0,19.1,8.5,0.717083091,26.4114154,4.1,7.984851234,5.900145192,2.16793809,1.354281422,11.63600216
Sidcup,E05000083,347.6792453,4037.037037,4394,376,280000.0,49970.0,27.2,7.111111111,0.666911765,47.23909693,4.7,7.463235294,25.78599514,3.215069096,1.195594126,8.686533951
Thamesmead East,E05000084,304.610828,2531.25,4225,874,190000.0,38410.0,28.2,19.50617284,0.951825146,57.59754423,4.7,7.565217391,70.48505893,2.573495051,0.810763509,27.59637751
Alperton,E05000085,318.5683871,6690.47619,2813,493,249950.0,38550.0,26.2,11.4084507,1.175137569,68.84599701,4.4,7.488247863,17.74477955,2.966510576,0.906159769,23.82265318
Barnhill,E05000086,321.5930636,5283.333333,4170,761,333000.0,42740.0,34.7,16.91358025,1.047212959,65.99142484,5.7,7.497660428,31.61679021,3.010850116,0.993157019,31.61038942
Brondesbury Park,E05000087,354.5699346,7676.470588,4471,528,465000.0,49860.0,45.0,12.18181818,1.052140818,63.22404785,5.9,7.892857143,9.740002805,3.765928054,0.748032971,25.70484274
Dollis Hill,E05000088,298.0899441,5847.826087,3326,699,306000.0,38230.0,25.1,17.77777778,1.207821229,66.98564593,5.4,6.970588235,26.63842659,2.861482992,0.942776735,29.77950783
Dudden Hill,E05000089,311.5085938,8882.352941,3963,761,495000.0,41280.0,31.7,17.01298701,1.000601093,85.23277588,5.2,7.251249464,11.59577825,3.440448456,0.762408619,31.49998048
Fryent,E05000090,326.9644295,5000.0,3416,508,263750.0,43960.0,29.0,8.985507246,0.79719163,59.00598716,4.9,7.168848814,39.25468297,2.845433974,1.097165066,24.50101093
Harlesden,E05000091,304.8822115,15636.36364,5122,1547,305500.0,33620.0,21.4,25.47368421,1.428,97.43884892,6.5,8.048718569,8.882545577,3.839064795,0.475804028,45.23482724
Kensal Green,E05000092,307.5737705,13590.90909,4734,942,500000.0,42750.0,33.8,19.01408451,1.140827338,86.37631125,5.8,7.210526316,6.939815756,4.109946629,0.592116114,35.89560554
Kenton,E05000093,357.2243697,5282.608696,3109,337,440000.0,52870.0,39.8,6.0,0.830910543,49.8389694,4.7,7.406976744,17.00082818,2.739812717,1.352560786,17.17064052
Kilburn,E05000094,319.2414286,18944.44444,6249,1039,444631.5,42280.0,39.9,22.53164557,1.034860884,77.78161316,6.3,7.008928571,11.11728361,5.502357913,0.427918517,43.18699016
Mapesbury,E05000095,314.080402,11107.14286,4961,660,450000.0,45580.0,43.7,15.3125,1.239158062,67.97954933,4.9,7.96969697,9.648889779,4.467012468,0.597272871,29.67101945
Northwick Park,E05000096,345.7333333,4759.259259,3321,379,470000.0,51340.0,40.3,9.215686275,0.739120879,58.1262822,4.0,7.30375,32.00086793,2.687832234,1.251268422,19.47605598
Preston,E05000097,339.0653846,6479.166667,3855,604,350000.0,44440.0,35.4,13.2,1.082232958,55.12313385,4.7,7.379032258,19.16543302,3.407097538,1.015215215,23.21011202
Queens Park,E05000098,345.8075,10233.33333,5371,744,677500.0,53850.0,48.2,12.27272727,0.864458301,72.94163374,4.4,7.370967742,19.01303891,5.038351587,0.65317182,27.10348112
Queensbury,E05000099,331.9812903,7600.0,3589,584,366000.0,43360.0,30.8,10.25641026,0.768655942,67.23579262,5.5,7.372997416,13.68004446,2.995394362,1.163951766,22.5232833
Stonebridge,E05000100,298.5968254,4134.146341,4886,1572,249950.0,32250.0,20.5,25.55555556,1.456649283,119.9421965,6.9,7.062252964,16.22391776,3.187122886,0.615449771,51.6317997
Sudbury,E05000101,331.1682119,7142.857143,3470,583,249950.0,41350.0,32.3,11.84210526,0.973571429,46.02096657,5.3,7.583333333,34.56876712,3.299717889,0.875903366,26.50225559
Tokyngton,E05000102,310.8121622,5410.714286,3568,542,322500.0,40860.0,31.9,11.62162162,1.134420697,82.92825769,5.1,7.523117386,19.7646467,3.464747276,0.864720395,23.52188651
Welsh Harp,E05000103,315.7455782,6000.0,3706,693,292475.0,39000.0,24.7,16.38888889,1.247275729,61.36510443,5.6,7.519736842,34.04470048,2.75266065,0.934497817,29.73119422
Wembley Central,E05000104,305.7202899,9218.75,2939,509,250000.0,38290.0,29.0,13.04347826,0.959674882,107.8114913,5.3,7.140243902,20.07953218,4.932109362,0.788127854,29.31108083
Willesden Green,E05000105,296.6677419,10433.33333,4496,871,409500.0,38710.0,33.3,19.30555556,1.248439242,94.36814917,4.9,7.690423977,36.83167231,4.625480947,0.492005934,38.47852902
Bickley,E05000106,359.2688889,3091.836735,5806,479,480000.0,61330.0,40.7,5.205479452,0.597782546,37.89651586,4.0,7.906923077,21.50412865,2.375334913,1.408748115,8.629288324
Biggin Hill,E05000107,311.6208,1204.819277,3890,399,269950.0,52070.0,23.0,8.4,1.0,53.27708006,3.4,8.375,72.65042712,1.813515766,1.66112532,8.957639861
Bromley Common and Keston,E05000108,341.6916667,1825.301205,6088,841,350000.0,51480.0,28.3,11.19047619,0.811121857,49.4968036,4.4,7.963779272,58.59526494,2.324135933,1.268642293,15.54301657
Bromley Town,E05000109,339.7354086,4567.567568,7052,725,327000.0,55730.0,41.0,8.214285714,0.641297297,134.2255572,3.4,7.85032656,17.61519826,3.811136343,1.016859995,12.84427423
Chelsfield and Pratts Bottom,E05000110,363.7434783,1154.761905,5753,480,400000.0,57790.0,33.2,5.571428571,0.761567982,33.83407768,3.1,7.5,68.38189537,2.059468412,1.454030875,5.916537407
Chislehurst,E05000111,343.3982906,1432.692308,5967,464,395000.0,59910.0,38.0,5.833333333,0.699768519,60.80504301,4.0,7.939393939,59.07615222,2.134534227,1.397107166,10.91385467
Clock House,E05000112,338.1915493,6782.608696,6632,731,308750.0,53100.0,38.3,8.684210526,0.707051672,50.92417955,3.8,7.468706294,16.23477989,3.954252643,0.962469207,14.11669651
Copers Cope,E05000113,335.5402778,4681.818182,7729,612,315000.0,55310.0,45.0,11.2,0.928335057,61.8504436,3.5,7.7703529,16.74077653,3.271929155,0.971989141,12.3638667
Cray Valley East,E05000114,296.9125,1165.413534,6525,1069,242000.0,40390.0,19.6,23.45238095,1.658820799,91.24920736,5.7,7.266334731,76.23644173,2.127478481,1.030031376,27.49051698
Cray Valley West,E05000115,302.9659794,4320.512821,6607,1202,250000.0,39760.0,18.7,24.42105263,1.348564868,60.15917603,6.3,7.240053763,23.37727788,2.291184432,1.108766234,29.49906984
Crystal Palace,E05000116,286.6927711,5347.826087,5603,930,250000.0,42730.0,38.1,24.81481481,1.356062992,84.45945946,5.3,7.236381766,49.1911377,4.562356888,0.574934555,32.27356539
Darwin,E05000117,337.3666667,177.5862069,2073,152,445000.0,54780.0,26.9,5.2,1.171111111,43.66812227,3.5,7.933035714,88.53038497,1.324718063,1.705091258,14.72486362
Farnborough and Crofton,E05000118,355.2761905,2100.0,6056,560,395000.0,57400.0,31.0,5.441176471,0.738075742,40.94668191,3.7,8.136904762,48.92054787,2.499465368,1.335286458,7.810561797
Hayes and Coney Hall,E05000119,348.7661538,1476.851852,6046,508,441250.0,59000.0,31.8,3.846153846,0.715707965,34.98614105,3.1,8.279411765,68.90886579,2.349995051,1.44386252,6.95451409
Kelsey and Eden Park,E05000120,355.1067416,3067.307692,6225,630,421599.0,57560.0,33.8,5.82278481,0.402039801,67.94500277,3.6,7.433531746,42.69571075,2.710584424,1.258382952,11.35653114
Mottingham and Chislehurst North,E05000121,296.0565217,4187.5,4105,768,250000.0,40510.0,22.1,25.17857143,1.711668928,88.28423216,5.9,7.858422939,43.97617847,2.514984225,0.965938454,29.17071539
Orpington,E05000122,328.558,3581.395349,6196,726,340000.0,48100.0,27.1,17.10144928,0.985466946,79.85422927,4.5,7.501008065,24.64642729,2.850628817,1.206276613,18.17454686
Penge and Cator,E05000123,323.3430303,5800.0,7180,1186,320000.0,45390.0,36.5,18.62068966,1.134882583,85.04167605,4.8,7.414860357,24.89471283,4.156462996,0.762904067,25.88260513
Petts Wood and Knoll,E05000124,357.2307692,3186.046512,5346,390,485000.0,63410.0,36.0,3.278688525,0.674107768,34.77761012,3.1,7.734375,24.34924288,2.805037666,1.389164371,4.877053131
Plaistow and Sundridge,E05000125,327.0585714,3800.0,6274,818,295444.0,50000.0,34.1,12.56756757,0.976996625,49.45694337,4.8,7.396381579,40.30667984,2.942841317,1.041966611,17.44487996
Shortlands,E05000126,381.0427273,3940.0,4037,269,468000.0,62610.0,43.3,3.695652174,0.295126354,32.50820161,2.9,7.863636364,3.015871895,2.723820729,1.303631151,6.532348933
West Wickham,E05000127,369.8398936,3397.727273,5638,503,475000.0,59830.0,32.5,3.098591549,0.0,29.39049247,3.1,8.189012097,31.82546745,2.160767639,1.422646132,6.640810488
Belsize,E05000128,327.5957143,15875.0,5275,460,850000.0,84280.0,62.2,12.5,1.0,52.52918288,3.9,7.709183673,1.25697463,4.174886538,0.576088729,17.54706237
Bloomsbury,E05000129,342.8888889,10800.0,3878,246,560000.0,62190.0,46.5,8.0,0.950169492,332.8425429,4.6,7.396875,9.155904379,7.981070533,0.235318531,19.93941416
Camden Town with Primrose Hill,E05000130,337.6598291,10541.66667,5189,493,813500.0,71650.0,53.9,22.27272727,0.795609756,328.3010192,5.6,7.72183538,15.16565981,5.448136004,0.508721423,26.97467853
Cantelowes,E05000131,317.0329268,14875.0,4450,584,560000.0,60060.0,48.1,22.85714286,0.911886051,92.81340638,6.4,7.8359375,7.370375031,4.86282398,0.436984688,30.09772246
Fortune Green,E05000132,326.1701923,11750.0,4465,427,575000.0,73370.0,57.8,15.86956522,1.058197932,56.26810095,4.5,7.258064516,18.41162516,4.753526267,0.566303531,19.66135006
Frognal and Fitzjohns,E05000133,357.2347826,7966.666667,4221,272,955000.0,99430.0,61.4,3.818181818,0.823579545,57.8735962,2.6,8.1,5.659231337,4.845434564,0.82611336,13.41844468
Gospel Oak,E05000134,323.3616438,16071.42857,4401,682,599999.0,61590.0,45.6,23.7037037,1.004435146,59.05374848,8.0,7.545871296,15.9480813,4.103665549,0.482491857,30.48300953
Hampstead Town,E05000135,384.3461538,4520.0,4657,239,1190000.0,104710.0,68.3,4.489795918,1.125698324,85.44081489,3.4,7.134146341,53.94641262,4.019133632,0.741538462,12.13292269
Haverstock,E05000136,297.2104712,17642.85714,4693,814,547305.0,54740.0,43.1,29.3220339,1.0,77.34719597,7.4,7.581597222,8.183105586,4.749290975,0.424819185,32.38725321
Highgate,E05000137,316.031746,3421.875,4523,552,650000.0,75250.0,55.8,16.08695652,0.957467532,63.53615915,6.0,7.850961538,65.24213754,3.929575932,0.692564745,21.07162294
Holborn and Covent Garden,E05000138,339.00625,10833.33333,5118,552,685000.0,61920.0,46.2,23.25,1.090899358,323.561825,6.3,7.5,7.499051898,7.90952094,0.300294406,29.18634305
Kentish Town,E05000139,305.156701,13400.0,5192,648,630100.0,63670.0,54.6,21.8,0.831154499,89.41210458,5.5,8.024590164,5.343179898,5.653912568,0.4375971,28.18610927
Kilburn,E05000140,313.9913333,17214.28571,4679,708,468000.0,53190.0,43.8,31.92307692,0.793891934,103.5992218,7.7,7.677777778,13.44600742,5.544464254,0.365578326,35.18760186
King's Cross,E05000141,322.0491935,19583.33333,3563,540,625000.0,50390.0,39.7,17.11111111,0.974725275,120.6688641,5.2,7.496219758,13.46054402,7.778819845,0.233347845,24.82475143
Regent's Park,E05000142,319.7840237,10384.61538,4726,676,600000.0,52460.0,36.1,24.33962264,0.852631579,131.0939565,6.2,7.340587045,26.97490261,6.808654901,0.365226705,31.39798479
St. Pancras and Somers Town,E05000143,313.5797297,9857.142857,4587,883,465000.0,46850.0,29.5,35.52238806,0.908056872,89.58456389,8.2,7.592613636,13.56780552,7.067932684,0.316392269,36.94432952
Swiss Cottage,E05000144,305.1346535,9923.076923,4819,470,740500.0,79860.0,60.4,13.39622642,0.91015299,69.97416806,3.8,7.305555556,14.4541163,6.166429566,0.624914676,19.21344445
West Hampstead,E05000145,328.3084211,13388.88889,5043,469,622500.0,72450.0,60.6,20.54054054,1.042792109,75.94835191,5.2,7.435294118,9.426408776,6.044165192,0.479856606,22.27935095
Addiscombe,E05000146,318.2655629,10593.75,6782,917,250000.0,46520.0,38.0,14.47368421,1.387003405,61.57479408,4.8,7.717349995,2.346154035,4.624694894,0.701575533,20.8324303
Ashburton,E05000147,320.0701657,5481.481481,5266,939,347000.0,47220.0,27.3,16.71052632,1.0,51.41559829,4.4,7.561745852,22.21854067,2.884615081,1.124005785,22.18109704
Bensham Manor,E05000148,311.7073892,11607.14286,5185,1086,246250.0,40730.0,29.4,15.25773196,1.332632464,71.19760844,4.7,7.736157254,7.76369583,3.271723158,0.819388441,21.44155363
Broad Green,E05000149,309.4956863,6925.925926,5844,1441,231000.0,37670.0,26.9,19.39655172,1.551522171,157.769747,5.2,7.270408163,4.550127433,4.700074408,0.677763551,34.22733432
Coulsdon East,E05000150,335.0186047,1597.402597,4836,517,375000.0,52750.0,30.3,11.40350877,0.943615591,36.14265153,4.3,8.204545455,56.81935119,1.870646937,1.375203583,12.95940323
Coulsdon West,E05000151,352.3064103,2700.0,4676,446,361000.0,58380.0,34.9,5.757575758,1.0,49.47353238,3.8,7.638888889,17.12632513,2.52261634,1.539328187,12.10876207
Croham,E05000152,341.1949153,4528.571429,6543,696,250000.0,52180.0,42.1,10.53333333,1.228986587,63.35039321,3.5,7.983695652,19.13321569,3.30582292,0.981140163,17.0992683
Fairfield,E05000153,317.3410256,4381.578947,6766,864,236000.0,47920.0,45.9,13.11688312,1.547379756,188.4140946,4.1,7.743243243,17.45643802,5.674121309,0.647441623,21.69407599
Fieldway,E05000154,275.95,7666.666667,3824,1253,220000.0,32760.0,12.5,28.11764706,1.919597792,63.0453379,6.5,7.618055556,22.93251012,2.916618205,0.777777778,41.28985053
Heathfield,E05000155,309.4560811,1522.988506,5297,651,260000.0,48780.0,29.3,14.83333333,1.323452158,68.28978622,4.1,8.041666667,61.31483568,2.257409137,1.265785609,16.38066561
Kenley,E05000156,330.1275168,2315.384615,5705,674,340000.0,54850.0,36.1,8.684210526,1.077981143,36.63624511,3.7,7.581521739,39.64138927,1.909651344,1.333276654,15.46902774
New Addington,E05000157,289.8164634,4520.833333,3888,973,245000.0,35060.0,12.8,26.06060606,2.120325203,66.11196527,6.2,7.641346154,31.16518227,2.692080495,0.971314542,36.61065427
Norbury,E05000158,326.75125,6620.0,5265,951,350000.0,44870.0,34.1,12.29885057,1.141583166,65.6379822,4.6,8.166666667,15.7789753,3.093607647,0.957390586,20.25074679
Purley,E05000159,345.9036232,3488.095238,5413,592,320000.0,55480.0,40.5,8.333333333,0.924575163,67.47816883,3.8,8.285714286,3.770833161,2.855053379,1.242275281,15.60643809
Sanderstead,E05000160,346.8307692,2039.68254,4787,377,392500.0,59000.0,35.0,4.918032787,0.799476782,28.22302324,3.7,7.851190476,48.63697561,1.666422015,1.504826453,9.769666905
Selhurst,E05000161,316.709,7891.304348,6603,1672,212997.5,37920.0,28.4,21.21495327,1.631276351,91.29106188,5.9,7.46525762,18.33466947,4.247124659,0.616858751,33.39649482
Selsdon and Ballards,E05000162,339.6961538,1835.9375,4371,363,344000.0,56510.0,32.0,5.625,0.691192661,30.82931694,3.4,7.696428571,55.21648625,1.979112433,1.528740774,8.073291398
Shirley,E05000163,319.2423729,5125.0,5368,800,320000.0,48410.0,27.1,15.77464789,0.961736334,41.00447196,4.3,7.891304348,16.03332479,1.965728957,1.249731472,17.00646449
South Norwood,E05000164,318.8761538,6916.666667,7090,1366,240000.0,41840.0,35.0,20.72289157,1.293094883,79.19727647,4.8,7.674501425,17.48796392,3.873424191,0.700673226,29.64799738
Thornton Heath,E05000165,297.8066351,9764.705882,5952,1426,250000.0,40960.0,28.3,16.73076923,1.41433034,72.89797871,4.7,7.02027027,11.16738991,3.270693526,0.735200122,28.60554759
